chr1	1000000	1000000	317
chr1	1000000	2000000	3
chr1	2000000	2000000	298
chr1	1000000	3000000	2
chr1	2000000	3000000	8
chr1	3000000	3000000	285
chr1	1000000	4000000	1
chr1	2000000	4000000	2
chr1	3000000	4000000	8
chr1	4000000	4000000	335
chr1	0	5000000	1
chr1	2000000	5000000	1
chr1	3000000	5000000	2
chr1	4000000	5000000	5
chr1	5000000	5000000	301
chr1	4000000	6000000	1
chr1	5000000	6000000	1
chr1	6000000	6000000	284
chr1	4000000	7000000	6
chr1	5000000	7000000	4
chr1	6000000	7000000	21
chr1	7000000	7000000	291
chr1	4000000	8000000	4
chr1	7000000	8000000	4
chr1	8000000	8000000	407
chr1	3000000	9000000	1
chr1	8000000	9000000	14
chr1	9000000	9000000	347
chr1	7000000	10000000	3
chr1	8000000	10000000	11
chr1	9000000	10000000	10
chr1	10000000	10000000	367
chr1	6000000	11000000	1
chr1	10000000	11000000	14
chr1	11000000	11000000	273
chr1	11000000	12000000	11
chr1	12000000	12000000	262
chr1	9000000	13000000	1
chr1	12000000	13000000	1
chr1	13000000	13000000	59
chr1	3000000	14000000	3
chr1	8000000	14000000	4
chr1	9000000	14000000	1
chr1	10000000	14000000	2
chr1	12000000	14000000	3
chr1	13000000	14000000	5
chr1	14000000	14000000	293
chr1	7000000	15000000	2
chr1	8000000	15000000	1
chr1	10000000	15000000	1
chr1	13000000	15000000	1
chr1	14000000	15000000	4
chr1	15000000	15000000	258
chr1	9000000	16000000	4
chr1	15000000	16000000	11
chr1	16000000	16000000	288
chr1	0	17000000	1
chr1	6000000	17000000	2
chr1	15000000	17000000	3
chr1	16000000	17000000	29
chr1	17000000	17000000	538
chr1	9000000	18000000	1
chr1	13000000	18000000	1
chr1	16000000	18000000	3
chr1	17000000	18000000	33
chr1	18000000	18000000	538
chr1	4000000	19000000	1
chr1	10000000	19000000	1
chr1	11000000	19000000	2
chr1	12000000	19000000	6
chr1	16000000	19000000	3
chr1	17000000	19000000	18
chr1	18000000	19000000	33
chr1	19000000	19000000	551
chr1	9000000	20000000	3
chr1	10000000	20000000	4
chr1	11000000	20000000	5
chr1	12000000	20000000	4
chr1	16000000	20000000	3
chr1	17000000	20000000	3
chr1	18000000	20000000	15
chr1	19000000	20000000	23
chr1	20000000	20000000	342
chr1	9000000	21000000	12
chr1	10000000	21000000	6
chr1	15000000	21000000	3
chr1	16000000	21000000	1
chr1	17000000	21000000	2
chr1	18000000	21000000	5
chr1	20000000	21000000	21
chr1	21000000	21000000	466
chr1	9000000	22000000	4
chr1	10000000	22000000	18
chr1	11000000	22000000	24
chr1	19000000	22000000	3
chr1	20000000	22000000	9
chr1	21000000	22000000	29
chr1	22000000	22000000	564
chr1	10000000	23000000	3
chr1	11000000	23000000	15
chr1	12000000	23000000	4
chr1	14000000	23000000	1
chr1	19000000	23000000	1
chr1	20000000	23000000	6
chr1	21000000	23000000	5
chr1	22000000	23000000	23
chr1	23000000	23000000	470
chr1	11000000	24000000	9
chr1	19000000	24000000	1
chr1	20000000	24000000	3
chr1	22000000	24000000	9
chr1	23000000	24000000	23
chr1	24000000	24000000	326
chr1	6000000	25000000	1
chr1	16000000	25000000	2
chr1	19000000	25000000	2
chr1	22000000	25000000	2
chr1	23000000	25000000	1
chr1	24000000	25000000	12
chr1	25000000	25000000	230
chr1	3000000	26000000	1
chr1	9000000	26000000	2
chr1	16000000	26000000	4
chr1	17000000	26000000	1
chr1	22000000	26000000	3
chr1	23000000	26000000	6
chr1	24000000	26000000	2
chr1	25000000	26000000	4
chr1	26000000	26000000	342
chr1	9000000	27000000	5
chr1	16000000	27000000	5
chr1	24000000	27000000	1
chr1	26000000	27000000	15
chr1	27000000	27000000	334
chr1	4000000	28000000	1
chr1	8000000	28000000	4
chr1	9000000	28000000	6
chr1	16000000	28000000	1
chr1	26000000	28000000	3
chr1	27000000	28000000	28
chr1	28000000	28000000	359
chr1	2000000	29000000	1
chr1	3000000	29000000	3
chr1	4000000	29000000	2
chr1	8000000	29000000	4
chr1	9000000	29000000	3
chr1	12000000	29000000	1
chr1	26000000	29000000	3
chr1	27000000	29000000	6
chr1	28000000	29000000	17
chr1	29000000	29000000	337
chr1	4000000	30000000	2
chr1	6000000	30000000	5
chr1	7000000	30000000	9
chr1	8000000	30000000	10
chr1	26000000	30000000	1
chr1	27000000	30000000	3
chr1	28000000	30000000	4
chr1	29000000	30000000	28
chr1	30000000	30000000	392
chr1	4000000	31000000	1
chr1	7000000	31000000	1
chr1	8000000	31000000	17
chr1	9000000	31000000	8
chr1	17000000	31000000	1
chr1	28000000	31000000	7
chr1	29000000	31000000	1
chr1	30000000	31000000	19
chr1	31000000	31000000	302
chr1	1000000	32000000	1
chr1	4000000	32000000	1
chr1	5000000	32000000	1
chr1	7000000	32000000	1
chr1	8000000	32000000	2
chr1	9000000	32000000	2
chr1	10000000	32000000	7
chr1	14000000	32000000	2
chr1	21000000	32000000	1
chr1	28000000	32000000	14
chr1	29000000	32000000	8
chr1	30000000	32000000	12
chr1	31000000	32000000	16
chr1	32000000	32000000	500
chr1	9000000	33000000	11
chr1	14000000	33000000	1
chr1	23000000	33000000	1
chr1	28000000	33000000	1
chr1	29000000	33000000	1
chr1	31000000	33000000	5
chr1	32000000	33000000	28
chr1	33000000	33000000	489
chr1	3000000	34000000	2
chr1	9000000	34000000	1
chr1	10000000	34000000	1
chr1	11000000	34000000	1
chr1	14000000	34000000	1
chr1	30000000	34000000	4
chr1	31000000	34000000	2
chr1	32000000	34000000	3
chr1	33000000	34000000	8
chr1	34000000	34000000	345
chr1	33000000	35000000	2
chr1	34000000	35000000	2
chr1	35000000	35000000	228
chr1	1000000	36000000	1
chr1	3000000	36000000	1
chr1	30000000	36000000	2
chr1	31000000	36000000	1
chr1	32000000	36000000	2
chr1	33000000	36000000	8
chr1	34000000	36000000	1
chr1	35000000	36000000	7
chr1	36000000	36000000	269
chr1	3000000	37000000	13
chr1	6000000	37000000	4
chr1	7000000	37000000	3
chr1	29000000	37000000	11
chr1	30000000	37000000	10
chr1	36000000	37000000	5
chr1	37000000	37000000	289
chr1	1000000	38000000	2
chr1	2000000	38000000	1
chr1	3000000	38000000	6
chr1	4000000	38000000	11
chr1	26000000	38000000	1
chr1	29000000	38000000	8
chr1	30000000	38000000	15
chr1	31000000	38000000	1
chr1	32000000	38000000	1
chr1	36000000	38000000	4
chr1	37000000	38000000	26
chr1	38000000	38000000	270
chr1	1000000	39000000	2
chr1	2000000	39000000	1
chr1	3000000	39000000	5
chr1	4000000	39000000	8
chr1	8000000	39000000	1
chr1	19000000	39000000	1
chr1	29000000	39000000	5
chr1	30000000	39000000	3
chr1	31000000	39000000	3
chr1	32000000	39000000	2
chr1	33000000	39000000	9
chr1	35000000	39000000	1
chr1	36000000	39000000	12
chr1	37000000	39000000	2
chr1	38000000	39000000	12
chr1	39000000	39000000	258
chr1	0	40000000	1
chr1	9000000	40000000	1
chr1	17000000	40000000	1
chr1	31000000	40000000	3
chr1	32000000	40000000	7
chr1	33000000	40000000	5
chr1	34000000	40000000	1
chr1	35000000	40000000	13
chr1	36000000	40000000	19
chr1	38000000	40000000	1
chr1	39000000	40000000	4
chr1	40000000	40000000	245
chr1	24000000	41000000	1
chr1	34000000	41000000	2
chr1	35000000	41000000	14
chr1	40000000	41000000	6
chr1	41000000	41000000	270
chr1	35000000	42000000	2
chr1	40000000	42000000	1
chr1	41000000	42000000	11
chr1	42000000	42000000	270
chr1	11000000	43000000	1
chr1	35000000	43000000	10
chr1	36000000	43000000	1
chr1	41000000	43000000	2
chr1	42000000	43000000	8
chr1	43000000	43000000	324
chr1	9000000	44000000	1
chr1	34000000	44000000	3
chr1	35000000	44000000	8
chr1	41000000	44000000	1
chr1	42000000	44000000	1
chr1	43000000	44000000	27
chr1	44000000	44000000	431
chr1	35000000	45000000	2
chr1	41000000	45000000	1
chr1	42000000	45000000	1
chr1	43000000	45000000	6
chr1	44000000	45000000	22
chr1	45000000	45000000	263
chr1	5000000	46000000	1
chr1	32000000	46000000	1
chr1	41000000	46000000	2
chr1	44000000	46000000	1
chr1	45000000	46000000	10
chr1	46000000	46000000	292
chr1	1000000	47000000	2
chr1	4000000	47000000	1
chr1	10000000	47000000	1
chr1	33000000	47000000	3
chr1	34000000	47000000	11
chr1	35000000	47000000	4
chr1	36000000	47000000	1
chr1	40000000	47000000	1
chr1	41000000	47000000	17
chr1	43000000	47000000	5
chr1	44000000	47000000	5
chr1	45000000	47000000	3
chr1	46000000	47000000	3
chr1	47000000	47000000	286
chr1	31000000	48000000	1
chr1	33000000	48000000	7
chr1	34000000	48000000	10
chr1	35000000	48000000	3
chr1	43000000	48000000	8
chr1	44000000	48000000	4
chr1	46000000	48000000	3
chr1	47000000	48000000	13
chr1	48000000	48000000	346
chr1	33000000	49000000	11
chr1	34000000	49000000	4
chr1	48000000	49000000	3
chr1	49000000	49000000	285
chr1	23000000	50000000	1
chr1	33000000	50000000	2
chr1	34000000	50000000	5
chr1	35000000	50000000	1
chr1	48000000	50000000	5
chr1	49000000	50000000	16
chr1	50000000	50000000	245
chr1	20000000	51000000	1
chr1	26000000	51000000	1
chr1	31000000	51000000	1
chr1	46000000	51000000	1
chr1	49000000	51000000	7
chr1	50000000	51000000	16
chr1	51000000	51000000	389
